"","stations","station.p.vals"
"1",31200,0.584415584415584
"2",31201,0.020979020979021
"3",31623,0.036963036963037
"4",31214,0.895104895104895
"5",31104,0.579420579420579
"6",31101,0.308691308691309
"7",31203,0.635364635364635
"8",31205,0.717282717282717
"9",31110,0.961038961038961
"10",31228,0.026973026973027
"11",31229,0.477522477522478
"12",31613,0.785214785214785
"13",31217,0.00999000999000999
"14",31212,0.0789210789210789
"15",31106,0.00699300699300699
"16",31237,0.742257742257742
"17",31600,0.849150849150849
"18",31225,0.203796203796204
"19",31219,0.207792207792208
"20",31221,0.15984015984016
"21",31602,0.758241758241758
"22",31111,0.38961038961039
"23",31619,0.0719280719280719
"24",31218,0.205794205794206
"25",31213,0.171828171828172
"26",31222,0.015984015984016
"27",31624,0.348651348651349
"28",31202,0.127872127872128
"29",31620,0.788211788211788
"30",31105,0.71028971028971
"31",31103,0.0599400599400599
"32",31232,0.822177822177822
"33",31100,0.268731268731269
"34",31235,0.581418581418581
"35",31107,0.252747252747253
"36",31227,0.045954045954046
"37",31223,0.603396603396603
"38",31215,0.0549450549450549
"39",31238,0.53946053946054
"40",31224,0.20979020979021
"41",31204,0.223776223776224
"42",31230,0.184815184815185
"43",31603,0.366633366633367
"44",31605,0.364635364635365
"45",31618,0.222777222777223
"46",31604,0.307692307692308
"47",31610,0.657342657342657
"48",31503,0.024975024975025
"49",31216,0.421578421578422
"50",31102,0.132867132867133
"51",31616,0.948051948051948
"52",31611,0.165834165834166
"53",31108,0.0529470529470529
"54",31208,0.824175824175824
"55",31622,0.394605394605395
"56",31109,0.355644355644356
"57",31220,0.261738261738262
"58",31231,0.59040959040959
"59",31233,0.420579420579421
"60",31007,0.03996003996004
"61",31400,0.873126873126873
"62",31236,0.395604395604396
"63",31606,0.798201798201798
"64",31607,0.614385614385614
"65",31401,0.702297702297702
"66",31206,0.351648351648352
"67",31305,0.037962037962038
"68",31302,0.292707292707293
"69",31609,0.004995004995005
"70",31303,0.012987012987013
"71",31014,0.196803196803197
"72",31608,0.905094905094905
"73",31300,0.0799200799200799
"74",31009,0.016983016983017
"75",31207,0.601398601398601
"76",31226,0.194805194805195
"77",31011,0.512487512487512
"78",31010,0.908091908091908
"79",31617,0.965034965034965
"80",31301,0.304695304695305
"81",31304,0.731268731268731
"82",31003,0.435564435564436
"83",31001,0.549450549450549
"84",31112,0.615384615384615
"85",31211,0.86013986013986
"86",31505,0.27972027972028
"87",31002,0.65034965034965
"88",31621,0.0829170829170829
"89",31015,0.757242757242757
"90",31601,0.0699300699300699
"91",31006,0.435564435564436
"92",31209,0.727272727272727
"93",31013,0.153846153846154
"94",31008,0.0979020979020979
"95",31402,0.33966033966034
"96",31504,0.906093906093906
"97",31012,0.522477522477522
"98",31018,0.018981018981019
"99",31004,0.262737262737263
"100",31005,0.509490509490509
"101",31500,0.227772227772228
"102",31241,0.431568431568432
"103",31016,0.000999000999000999
"104",31502,0.878121878121878
"105",31501,0.345654345654346
"106",31000,0.697302697302697
"107",31113,0.375624375624376
"108",31239,0.769230769230769
"109",31242,1
"110",31801,0.827172827172827
"111",31802,0.636363636363636
"112",31245,1
"113",31244,0.898101898101898
"114",31805,0.451548451548452
"115",31804,0.698301698301698
"116",31625,0.453546453546454
"117",31116,0.672327672327672
"118",31506,0.380619380619381
"119",31614,1
"120",31262,0.861138861138861
"121",31017,0.390609390609391
"122",31615,1
"123",31703,0.739260739260739
"124",31246,1
"125",31019,1
"126",31700,0.351648351648352
"127",31115,0.431568431568432
"128",31404,1
"129",31022,0.025974025974026
"130",31705,0.310689310689311
"131",31266,0.749250749250749
"132",31020,1
"133",31702,0.658341658341658
"134",31261,1
"135",31307,1
"136",31626,1
"137",31706,0.106893106893107
"138",31701,0.731268731268731
"139",31052,0.798201798201798
"140",31021,0.639360639360639
"141",31806,1
"142",31707,0.336663336663337
