"","stations","station.p.vals"
"1",31200,0.00799200799200799
"2",31201,0.0639360639360639
"3",31623,0.283716283716284
"4",31214,0.210789210789211
"5",31104,0.898101898101898
"6",31101,0.108891108891109
"7",31203,0.176823176823177
"8",31205,0.761238761238761
"9",31110,0.728271728271728
"10",31228,0.698301698301698
"11",31229,0.158841158841159
"12",31613,0.0729270729270729
"13",31217,0.228771228771229
"14",31212,0.020979020979021
"15",31106,0.0589410589410589
"16",31237,0.415584415584416
"17",31600,0.589410589410589
"18",31225,0.284715284715285
"19",31219,0.757242757242757
"20",31221,0.14985014985015
"21",31602,0.497502497502497
"22",31111,0.362637362637363
"23",31619,0.231768231768232
"24",31218,0.772227772227772
"25",31213,0.0659340659340659
"26",31222,0.0929070929070929
"27",31624,0.000999000999000999
"28",31202,0.20979020979021
"29",31620,0.833166833166833
"30",31105,0.422577422577423
"31",31103,0.032967032967033
"32",31232,0.783216783216783
"33",31100,0.412587412587413
"34",31235,0.270729270729271
"35",31107,0.0659340659340659
"36",31227,0.435564435564436
"37",31223,0.325674325674326
"38",31215,0.00899100899100899
"39",31238,0.184815184815185
"40",31224,0.669330669330669
"41",31204,0.202797202797203
"42",31230,0.535464535464535
"43",31603,0.148851148851149
"44",31605,0.638361638361638
"45",31618,0.037962037962038
"46",31604,0.100899100899101
"47",31610,0.0549450549450549
"48",31503,0.577422577422577
"49",31216,0.492507492507492
"50",31102,0.647352647352647
"51",31616,0.763236763236763
"52",31611,0.020979020979021
"53",31108,0.763236763236763
"54",31208,0.0999000999000999
"55",31622,0.144855144855145
"56",31109,0.036963036963037
"57",31220,0.0589410589410589
"58",31231,0.404595404595405
"59",31233,0.388611388611389
"60",31007,0.574425574425574
"61",31400,0.027972027972028
"62",31236,0.0739260739260739
"63",31606,0.118881118881119
"64",31607,0.738261738261738
"65",31401,0.949050949050949
"66",31206,0.132867132867133
"67",31305,0.171828171828172
"68",31302,0.932067932067932
"69",31609,0.296703296703297
"70",31303,0.506493506493506
"71",31014,0.335664335664336
"72",31608,0.017982017982018
"73",31300,0.021978021978022
"74",31009,0.383616383616384
"75",31207,0.663336663336663
"76",31226,0.0769230769230769
"77",31011,0.020979020979021
"78",31010,0.395604395604396
"79",31617,0.186813186813187
"80",31301,0.348651348651349
"81",31304,0.288711288711289
"82",31003,0.252747252747253
"83",31001,0.221778221778222
"84",31112,0.395604395604396
"85",31211,0.562437562437562
"86",31505,0.742257742257742
"87",31002,0.276723276723277
"88",31621,0.180819180819181
"89",31015,0.023976023976024
"90",31601,0.34965034965035
"91",31006,0.247752247752248
"92",31209,0.0669330669330669
"93",31013,0.466533466533467
"94",31008,0.426573426573427
"95",31402,0.280719280719281
"96",31504,0.021978021978022
"97",31012,0.215784215784216
"98",31018,0.038961038961039
"99",31004,0.313686313686314
"100",31005,0.036963036963037
"101",31500,0.852147852147852
"102",31241,0.121878121878122
"103",31016,0.354645354645355
"104",31502,0.0729270729270729
"105",31501,0.210789210789211
"106",31000,0.34965034965035
"107",31113,0.612387612387612
"108",31239,1
"109",31242,0.89010989010989
"110",31801,0.585414585414585
"111",31802,0.208791208791209
"112",31245,0.385614385614386
"113",31244,0.761238761238761
"114",31805,0.000999000999000999
"115",31804,0.621378621378621
"116",31625,0.261738261738262
"117",31116,0.321678321678322
"118",31506,1
"119",31614,0.436563436563437
"120",31262,0.247752247752248
"121",31017,0.735264735264735
"122",31615,1
"123",31703,0.440559440559441
"124",31246,0.868131868131868
"125",31019,0.634365634365634
"126",31700,0.314685314685315
"127",31115,1
"128",31404,1
"129",31022,0.171828171828172
"130",31705,0.141858141858142
"131",31266,0.973026973026973
"132",31020,1
"133",31702,1
"134",31261,1
"135",31307,1
"136",31626,1
"137",31706,0.043956043956044
"138",31701,0.967032967032967
"139",31052,0.834165834165834
"140",31021,0.238761238761239
"141",31806,1
"142",31707,0.464535464535465
